Timestamp (s),Voltage (uV)
0.0,-141.96
0.0001,-126.555
0.0002,-129.48000000000002
0.00030000000000000003,-134.35500000000002
0.0004,-138.06
0.0005,-136.305
0.0006000000000000001,-143.13
0.0007,-134.94
0.0008,-135.72
0.0009000000000000001,-138.06
0.001,-135.525
0.0011,-130.845
0.0012000000000000001,-149.76
0.0013000000000000002,-146.055
0.0014,-146.055
0.0015,-138.645
0.0016,-143.13
0.0017000000000000001,-141.375
0.0018000000000000002,-130.65
0.0019,-137.865
0.002,-132.405
0.0021000000000000003,-138.06
0.0022,-137.67000000000002
0.0023,-145.86
0.0024000000000000002,-142.74
0.0025,-135.33
0.0026000000000000003,-139.425
0.0027,-132.79500000000002
0.0028,-140.79
0.0029000000000000002,-144.885
0.003,-142.935
0.0031000000000000003,-141.57
0.0032,-133.38
0.0033,-144.3
0.0034000000000000002,-137.67000000000002
0.0035,-140.595
0.0036000000000000003,-142.35
0.0037,-143.32500000000002
0.0038,-137.28
0.0039000000000000003,-137.475
0.004,-134.16
0.0041,-136.695
0.004200000000000001,-145.275
0.0043,-136.305
0.0044,-147.03
0.0045000000000000005,-150.93
0.0046,-155.415
0.0047,-151.125
0.0048000000000000004,-143.13
0.0049,-138.06
0.005,-139.815
0.0051,-139.815
0.005200000000000001,-144.885
0.0053,-144.3
0.0054,-147.225
0.0055000000000000005,-151.905
0.0056,-145.665
0.0057,-144.10500000000002
0.0058000000000000005,-150.93
0.0059,-156.0
0.006,-152.1
0.0061,-135.915
0.006200000000000001,-145.86
0.0063,-147.03
0.0064,-155.22
0.006500000000000001,-144.10500000000002
0.0066,-139.035
0.0067,-145.86
0.0068000000000000005,-134.16
0.006900000000000001,-146.64000000000001
0.007,-148.785
0.0071,-143.715
0.007200000000000001,-150.54
0.0073,-143.52
0.0074,-150.15
0.007500000000000001,-146.055
0.0076,-150.15
0.0077,-153.465
0.0078000000000000005,-156.0
0.0079,-148.785
0.008,-152.88
0.0081,-145.47
0.0082,-150.15
0.0083,-143.32500000000002
0.008400000000000001,-152.685
0.0085,-156.0
0.0086,-149.76
0.008700000000000001,-152.1
0.0088,-151.905
0.0089,-148.98000000000002
0.009000000000000001,-142.74
0.0091,-142.35
0.0092,-158.34
0.009300000000000001,-147.615
0.0094,-152.29500000000002
0.0095,-150.345
0.009600000000000001,-154.44
0.0097,-155.025
0.0098,-159.705
0.0099,-149.37
0.01,-151.905
0.010100000000000001,-154.63500000000002
0.0102,-145.275
0.0103,-143.715
0.010400000000000001,-149.955
0.0105,-149.37
0.0106,-144.69
0.010700000000000001,-148.59
0.0108,-142.935
0.0109,-154.83
0.011000000000000001,-152.29500000000002
0.0111,-155.61
0.0112,-156.195
0.011300000000000001,-159.705
0.0114,-158.34
0.0115,-154.44
0.011600000000000001,-148.005
0.0117,-155.22
0.0118,-152.88
0.0119,-154.83
0.012,-159.9
0.012100000000000001,-143.91
0.0122,-161.85
0.0123,-151.905
0.012400000000000001,-148.785
0.0125,-151.71
0.0126,-149.955
0.012700000000000001,-147.03
0.0128,-148.20000000000002
0.0129,-148.785
0.013000000000000001,-144.69
0.0131,-150.54
0.0132,-152.1
0.013300000000000001,-151.125
0.0134,-156.975
0.0135,-156.195
0.013600000000000001,-156.39000000000001
0.0137,-147.03
0.013800000000000002,-146.64000000000001
0.013900000000000001,-154.44
0.014,-156.0
0.014100000000000001,-150.54
0.0142,-154.44
0.0143,-156.78
0.014400000000000001,-154.245
0.0145,-154.83
0.0146,-156.585
0.014700000000000001,-154.245
0.0148,-154.83
0.0149,-160.68
0.015000000000000001,-159.315
0.0151,-159.9
0.0152,-168.87
0.015300000000000001,-163.41
0.0154,-158.145
0.0155,-159.9
0.015600000000000001,-161.26500000000001
0.015700000000000002,-162.82500000000002
0.0158,-162.435
0.0159,-155.415
0.016,-159.705
0.0161,-150.345
0.0162,-156.78
0.016300000000000002,-156.585
0.0164,-158.925
0.0165,-159.315
0.0166,-152.49
0.0167,-154.83
0.016800000000000002,-156.585
0.016900000000000002,-163.215
0.017,-159.12
0.0171,-152.685
0.0172,-166.53
0.0173,-169.065
0.017400000000000002,-154.44
0.0175,-159.9
0.0176,-163.60500000000002
0.0177,-161.46
0.0178,-162.82500000000002
0.0179,-150.93
0.018000000000000002,-162.04500000000002
0.0181,-166.53
0.0182,-164.19
0.0183,-156.585
0.0184,-160.485
0.018500000000000003,-161.26500000000001
0.018600000000000002,-168.87
0.0187,-161.85
0.0188,-155.805
0.0189,-161.85
0.019,-161.26500000000001
0.019100000000000002,-158.73000000000002
0.019200000000000002,-166.335
0.0193,-174.72
0.0194,-158.535
0.0195,-158.925
0.0196,-155.22
0.019700000000000002,-155.025
0.0198,-162.63
0.0199,-159.9
0.02,-153.85500000000002
0.0201,-154.245
0.020200000000000003,-168.87
0.020300000000000002,-165.75
0.0204,-160.875
0.0205,-161.46
0.0206,-164.58
0.0207,-167.70000000000002
0.020800000000000003,-155.22
0.020900000000000002,-169.065
0.021,-158.145
0.0211,-157.365
0.0212,-167.31
0.0213,-166.335
0.021400000000000002,-160.29
0.021500000000000002,-166.335
0.0216,-169.065
0.0217,-165.555
0.0218,-163.8
0.0219,-162.24
0.022000000000000002,-162.04500000000002
0.0221,-155.805
0.0222,-163.41
0.0223,-165.165
0.0224,-165.75
0.022500000000000003,-159.9
0.022600000000000002,-161.07
0.0227,-172.185
0.0228,-169.065
0.0229,-170.04
0.023,-160.875
0.023100000000000002,-168.675
0.023200000000000002,-159.12
0.0233,-168.09
0.0234,-163.995
0.0235,-171.99
0.0236,-173.745
0.023700000000000002,-169.065
0.0238,-151.125
0.0239,-170.43
0.024,-166.14000000000001
0.0241,-171.99
0.024200000000000003,-171.21
0.024300000000000002,-161.655
0.0244,-168.285
0.0245,-171.6
0.0246,-163.215
0.0247,-165.945
0.024800000000000003,-170.82
0.024900000000000002,-158.145
0.025,-169.26000000000002
0.0251,-162.24
0.0252,-165.36
0.0253,-167.31
0.025400000000000002,-167.31
0.025500000000000002,-171.405
0.0256,-165.36
0.0257,-164.775
0.0258,-167.895
0.025900000000000003,-166.725
0.026000000000000002,-171.405
0.0261,-169.845
0.0262,-169.065
0.0263,-160.875
0.0264,-164.97
0.026500000000000003,-163.215
0.026600000000000002,-168.87
0.0267,-166.92000000000002
0.0268,-174.72
0.0269,-170.625
0.027,-178.62
0.027100000000000003,-161.655
0.027200000000000002,-162.24
0.0273,-164.19
0.0274,-168.87
0.0275,-174.915
