Timestamp (s),Voltage (uV)
0.0,-19.11
0.0001,-24.96
0.0002,-23.985
0.00030000000000000003,-15.600000000000001
0.0004,-29.25
0.0005,-21.645
0.0006000000000000001,-28.275000000000002
0.0007,-11.895
0.0008,-26.715
0.0009000000000000001,-25.935000000000002
0.001,-13.65
0.0011,-17.355
0.0012000000000000001,-16.965
0.0013000000000000002,-16.575
0.0014,-22.23
0.0015,-28.665000000000003
0.0016,-21.84
0.0017000000000000001,-23.01
0.0018000000000000002,-13.455
0.0019,-24.765
0.002,-25.155
0.0021000000000000003,-29.055
0.0022,-25.155
0.0023,-24.765
0.0024000000000000002,-22.425
0.0025,-25.155
0.0026000000000000003,-21.45
0.0027,-7.995
0.0028,-14.43
0.0029000000000000002,-13.26
0.003,-11.700000000000001
0.0031000000000000003,-22.23
0.0032,-20.475
0.0033,-15.015
0.0034000000000000002,-23.79
0.0035,-14.040000000000001
0.0036000000000000003,-15.795
0.0037,-20.085
0.0038,-21.645
0.0039000000000000003,-20.67
0.004,-18.72
0.0041,-22.23
0.004200000000000001,-14.235000000000001
0.0043,-23.400000000000002
0.0044,-23.400000000000002
0.0045000000000000005,-12.870000000000001
0.0046,-10.725
0.0047,-22.62
0.0048000000000000004,-22.425
0.0049,-18.72
0.005,-15.015
0.0051,-17.55
0.005200000000000001,-15.21
0.0053,-25.155
0.0054,-10.92
0.0055000000000000005,-22.035
0.0056,-12.870000000000001
0.0057,-25.155
0.0058000000000000005,-20.475
0.0059,-23.205000000000002
0.006,-10.92
0.0061,-20.475
0.006200000000000001,-22.035
0.0063,-11.31
0.0064,-22.425
0.006500000000000001,-12.675
0.0066,-20.28
0.0067,-13.455
0.0068000000000000005,-13.065000000000001
0.006900000000000001,-17.16
0.007,-21.645
0.0071,-10.335
0.007200000000000001,-15.99
0.0073,-20.475
0.0074,-17.745
0.007500000000000001,-16.575
0.0076,-19.695
0.0077,-29.25
0.0078000000000000005,-18.915
0.0079,-24.375
0.008,-17.16
0.0081,-15.99
0.0082,-20.475
0.0083,-20.28
0.008400000000000001,-18.525000000000002
0.0085,-19.11
0.0086,-31.005000000000003
0.008700000000000001,-15.795
0.0088,-19.11
0.0089,-16.965
0.009000000000000001,-19.89
0.0091,-10.725
0.0092,-19.695
